,accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/__trial_index__,config/astro_augmentation,config/batch_size_classifier,config/batch_size_encoder,config/beta_loss,config/encoder_name,config/image_size,config/lr_classifier,config/lr_encoder,config/method,config/optimizer_classifier,config/optimizer_encoder,config/projection_dim,config/temperature,config/with_features,logdir
0,0.872000,65.377420,False,,,216,2b71f630099b4c4aa6679ed7bc45a1f6,2021-11-15_00-49-22,1636948162,15615.221033,3296936,deeptime,172.17.28.76,15615.221033,0,216,a5321434,0,False,70,350,0.007958,pstamps,21,0.007120,0.002228,supcon,SGD,SGD,100,5.185274,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_a5321434
1,0.872000,65.953808,False,,,210,4629101af4084666ae7962634fe47a39,2021-11-15_00-39-25,1636947565,15018.101967,3296931,deeptime,172.17.28.76,15018.101967,0,210,a5321435,1,False,70,350,0.007958,pstamps,21,0.007120,0.002228,supcon,SGD,SGD,100,5.185274,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_a5321435
2,0.872000,62.001469,False,,,218,58036524c3394ad9861afec8230545fc,2021-11-15_00-43-49,1636947829,15282.295008,3296940,deeptime,172.17.28.76,15282.295008,0,218,a5321436,2,False,70,350,0.007958,pstamps,21,0.007120,0.002228,supcon,SGD,SGD,100,5.185274,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_a5321436
3,0.870000,63.098631,False,,,213,4356a4f66e1446cca134cdeec1a76b21,2021-11-15_00-37-20,1636947440,14892.927290,3296934,deeptime,172.17.28.76,14892.927290,0,213,a5321437,3,False,70,350,0.007958,pstamps,21,0.007120,0.002228,supcon,SGD,SGD,100,5.185274,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_a5321437
4,0.880000,68.839115,False,,,119,ea1896553e5e4774a141656013d87407,2021-11-15_04-39-43,1636961983,8054.693703,3296933,deeptime,172.17.28.76,8054.693703,0,119,a5321438,0,False,70,350,0.037930,resnet18,21,0.007120,0.004283,simclr,SGD,AdamW,100,0.119620,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_a5321438
5,0.880000,72.486312,False,,,159,87493923d8bb45daa5c1b03c09297188,2021-11-15_05-29-25,1636964965,10626.973343,3296930,deeptime,172.17.28.76,10626.973343,0,159,6a019434,1,False,70,350,0.037930,resnet18,21,0.007120,0.004283,simclr,SGD,AdamW,100,0.119620,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_6a019434
6,0.878000,72.535072,False,,,120,8934540463a74c4f86577095657e554d,2021-11-15_05-02-13,1636963333,8935.321708,3296929,deeptime,172.17.28.76,8935.321708,0,120,5e292a36,2,False,70,350,0.037930,resnet18,21,0.007120,0.004283,simclr,SGD,AdamW,100,0.119620,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_5e292a36
7,0.880000,75.691304,False,,,111,29bd06803ef347778c3843dd3b606bae,2021-11-15_05-02-07,1636963327,8303.556958,3296938,deeptime,172.17.28.76,8303.556958,0,111,826ff226,3,False,70,350,0.037930,resnet18,21,0.007120,0.004283,simclr,SGD,AdamW,100,0.119620,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_826ff226
8,0.880000,52.598332,False,,,182,beeabe9765d348fe91033aaba6ea9eea,2021-11-15_09-31-31,1636979491,10715.666336,3296939,deeptime,172.17.28.76,10715.666336,0,182,f6c57000,0,False,70,500,0.016635,resnet18,21,0.007120,0.000704,simclr,SGD,AdamW,100,0.000503,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_f6c57000
9,0.894000,50.909132,False,,,471,6ac1c8c29334445dae44c9b5ba9a7bb6,2021-11-15_14-54-24,1636998864,28066.062863,3296932,deeptime,172.17.28.76,28066.062863,0,471,f8581592,1,False,70,500,0.016635,resnet18,21,0.007120,0.000704,simclr,SGD,AdamW,100,0.000503,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_f8581592
10,0.888000,50.465601,False,,,331,a92d2748868846cf9c7ee79f0c3afd10,2021-11-15_12-39-54,1636990794,19933.579598,3296935,deeptime,172.17.28.76,19933.579598,0,331,ae251a1a,2,False,70,500,0.016635,resnet18,21,0.007120,0.000704,simclr,SGD,AdamW,100,0.000503,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_ae251a1a
11,0.890000,50.346121,False,,,424,12c9951f3a2e40218c437d9e0353710d,2021-11-15_13-42-27,1636994547,22852.782389,3296937,deeptime,172.17.28.76,22852.782389,0,424,d553585e,3,False,70,500,0.016635,resnet18,21,0.007120,0.000704,simclr,SGD,AdamW,100,0.000503,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_d553585e
12,0.884000,63.023060,False,,,282,3368307510c94f6285b534468a52f5d0,2021-11-15_16-04-10,1637003050,18053.273982,3868711,deeptime,172.17.28.76,18053.273982,0,282,c8c83152,0,True,70,350,0.002834,resnet18,21,0.007120,0.858078,simclr,SGD,SGD,100,6.384665,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_c8c83152
13,0.884000,69.974153,False,,,199,db3777fc6b9546bcb3e7a4d1834a74bf,2021-11-15_17-44-51,1637009091,13160.916818,3966390,deeptime,172.17.28.76,13160.916818,0,199,c1b3306e,1,True,70,350,0.002834,resnet18,21,0.007120,0.858078,simclr,SGD,SGD,100,6.384665,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_c1b3306e
14,0.882000,69.425467,False,,,251,f97ed392d502414a961eebcf59813305,2021-11-15_19-53-15,1637016795,16985.591883,3998525,deeptime,172.17.28.76,16985.591883,0,251,3464882e,2,True,70,350,0.002834,resnet18,21,0.007120,0.858078,simclr,SGD,SGD,100,6.384665,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_3464882e
15,0.882000,74.928391,False,,,202,65b9d7b888174865842b24ee15dee0d7,2021-11-15_20-13-19,1637017999,14055.948571,4032874,deeptime,172.17.28.76,14055.948571,0,202,3efa61e2,3,True,70,350,0.002834,resnet18,21,0.007120,0.858078,simclr,SGD,SGD,100,6.384665,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_3efa61e2
16,0.886000,79.058391,False,,,330,05f0cd115cbf44b29d529075201bda14,2021-11-16_01-19-45,1637036385,25903.935474,4077685,deeptime,172.17.28.76,25903.935474,0,330,debd821e,0,True,70,350,0.007623,pstamps,21,0.007120,0.007258,simclr,SGD,SGD,100,0.052014,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_debd821e
17,0.882000,68.694038,False,,,292,7986129dc5d4435ea45b53d1a1eec1e2,2021-11-16_01-19-36,1637036376,20354.950565,4115298,deeptime,172.17.28.76,20354.950565,0,292,17b7f1d0,1,True,70,350,0.007623,pstamps,21,0.007120,0.007258,simclr,SGD,SGD,100,0.052014,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_17b7f1d0
18,0.876000,68.957172,False,,,198,878aa48cc8ae415fa6fe66620c6d4a9a,2021-11-16_01-42-10,1637037730,13836.853930,4170278,deeptime,172.17.28.76,13836.853930,0,198,fce8ca16,2,True,70,350,0.007623,pstamps,21,0.007120,0.007258,simclr,SGD,SGD,100,0.052014,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_fce8ca16
19,0.888000,64.650867,False,,,333,60cbb58d575b467e9bbfe403cf8d4029,2021-11-16_04-35-11,1637048111,23023.510718,4178341,deeptime,172.17.28.76,23023.510718,0,333,50907d14,3,True,70,350,0.007623,pstamps,21,0.007120,0.007258,simclr,SGD,SGD,100,0.052014,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_50907d14
20,0.918000,46.909129,False,,,210,66904a73cedb4f6ea29b2e1f69addb3b,2021-11-16_06-04-40,1637053480,10168.317170,107848,deeptime,172.17.28.76,10168.317170,0,210,190ec7c6,0,False,70,350,0.001536,pstamps,21,0.007120,1.034908,supcon,SGD,LARS,100,0.082269,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_190ec7c6
21,0.908000,47.091338,False,,,136,d389088421d84eb18c1e3f565787c8b6,2021-11-16_05-41-00,1637052060,7813.833528,114773,deeptime,172.17.28.76,7813.833528,0,136,85e252a8,1,False,70,350,0.001536,pstamps,21,0.007120,1.034908,supcon,SGD,LARS,100,0.082269,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_85e252a8
22,0.916000,45.214850,False,,,270,3802a8d263c64b8da36c254d00abe3cf,2021-11-16_07-11-11,1637057471,12775.417057,118363,deeptime,172.17.28.76,12775.417057,0,270,b2acbd6c,2,False,70,350,0.001536,pstamps,21,0.007120,1.034908,supcon,SGD,LARS,100,0.082269,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_b2acbd6c
23,0.906000,46.063725,False,,,268,11c0eeb69ab34605b9066c6579531467,2021-11-16_09-42-09,1637066529,12157.297744,206953,deeptime,172.17.28.76,12157.297744,0,268,beed7cfa,3,False,70,350,0.001536,pstamps,21,0.007120,1.034908,supcon,SGD,LARS,100,0.082269,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_beed7cfa
24,0.878000,51.075005,False,,,174,aabfbab0126e4248ac4e0dc15c3b863a,2021-11-16_09-23-52,1637065432,8707.359332,231677,deeptime,172.17.28.76,8707.359332,0,174,473c2f6e,0,False,70,500,0.000110,resnet18,21,0.007120,0.003627,simclr,SGD,LARS,100,0.020575,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_473c2f6e
25,0.880000,49.732964,False,,,198,638b8c2ca66e4be0a6cdd0439b8e0340,2021-11-16_10-04-39,1637067879,9826.153628,245482,deeptime,172.17.28.76,9826.153628,0,198,c2e6d920,1,False,70,500,0.000110,resnet18,21,0.007120,0.003627,simclr,SGD,LARS,100,0.020575,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_c2e6d920
26,0.882000,49.912032,False,,,311,1ec96881a51f4c68a26bd0424ff82ec2,2021-11-16_12-45-20,1637077520,15557.616564,285550,deeptime,172.17.28.76,15557.616564,0,311,db75c8ae,2,False,70,500,0.000110,resnet18,21,0.007120,0.003627,simclr,SGD,LARS,100,0.020575,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_db75c8ae
27,0.890000,83.538438,False,,,462,4f8ddde287e84863a7b05a6b0de4a68a,2021-11-16_18-04-38,1637096678,26240.329205,369747,deeptime,172.17.28.76,26240.329205,0,462,f53cb79e,3,False,70,500,0.000110,resnet18,21,0.007120,0.003627,simclr,SGD,LARS,100,0.020575,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_f53cb79e
28,0.200000,66.992534,False,,,1,aeb438a741b14d5dade7b9f05e44d92e,2021-11-16_10-59-28,1637071168,66.992534,376227,deeptime,172.17.28.76,66.992534,0,1,b0681794,0,True,70,350,0.000150,resnet18,21,0.007120,0.027604,supcon,SGD,LARS,100,0.000233,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_b0681794
29,0.200000,62.367303,False,,,1,2f3aacb70d1e4cf9ab9d246a1689bff4,2021-11-16_11-00-41,1637071241,62.367303,377161,deeptime,172.17.28.76,62.367303,0,1,3d4ca5e8,1,True,70,350,0.000150,resnet18,21,0.007120,0.027604,supcon,SGD,LARS,100,0.000233,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_3d4ca5e8
30,0.200000,66.964485,False,,,1,ecb4b510bdc246f58af49db8781646c4,2021-11-16_11-01-58,1637071318,66.964485,377890,deeptime,172.17.28.76,66.964485,0,1,6aa11948,2,True,70,350,0.000150,resnet18,21,0.007120,0.027604,supcon,SGD,LARS,100,0.000233,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_6aa11948
31,0.200000,63.875329,False,,,1,c5b4a4346c72419097c88051b70de2d9,2021-11-16_11-03-12,1637071392,63.875329,378668,deeptime,172.17.28.76,63.875329,0,1,960ab076,3,True,70,350,0.000150,resnet18,21,0.007120,0.027604,supcon,SGD,LARS,100,0.000233,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_960ab076
32,0.892000,67.053597,False,,,368,d7fe960d741e43578c87be3c6e433b22,2021-11-16_17-35-10,1637094910,23507.190297,379978,deeptime,172.17.28.76,23507.190297,0,368,c3c56b5a,0,True,70,200,0.000326,resnet18,21,0.007120,0.189679,supcon,SGD,LARS,100,2.931262,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_c3c56b5a
33,0.880000,61.283863,False,,,48,3ddf20fbf34c4d69a4dc82203a298b56,2021-11-16_12-17-41,1637075861,3029.299102,392989,deeptime,172.17.28.76,3029.299102,0,48,f012ca4a,1,True,70,200,0.000326,resnet18,21,0.007120,0.189679,supcon,SGD,LARS,100,2.931262,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_f012ca4a
34,0.892000,66.233731,False,,,265,f808faa849944b598c824455d57cee53,2021-11-16_18-52-48,1637099568,17389.557097,473662,deeptime,172.17.28.76,17389.557097,0,265,4373600c,2,True,70,200,0.000326,resnet18,21,0.007120,0.189679,supcon,SGD,LARS,100,2.931262,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_4373600c
35,0.900000,72.754140,False,,,390,34b72d2e0afd4a22bd2c8428389e4c70,2021-11-16_21-22-47,1637108567,26017.971744,476939,deeptime,172.17.28.76,26017.971744,0,390,06e460a8,3,True,70,200,0.000326,resnet18,21,0.007120,0.189679,supcon,SGD,LARS,100,2.931262,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_06e460a8
36,0.868000,66.872392,False,,,125,bcb94c881ce348b7891973788d2dca01,2021-11-16_21-42-54,1637109774,8214.995116,616195,deeptime,172.17.28.76,8214.995116,0,125,e2eb0778,0,True,70,350,0.000327,pstamps,21,0.007120,0.591913,simclr,SGD,LARS,100,0.002726,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_e2eb0778
37,0.868000,76.811601,False,,,244,40e9242d62e546d48534c4226a742c71,2021-11-17_01-41-38,1637124098,19032.224650,640594,deeptime,172.17.28.76,19032.224650,0,244,2315e224,1,True,70,350,0.000327,pstamps,21,0.007120,0.591913,simclr,SGD,LARS,100,0.002726,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_2315e224
38,0.870000,71.038711,False,,,169,7d61c92ba5f74d0e87e158da6f114f27,2021-11-17_00-00-22,1637118022,11651.089732,649376,deeptime,172.17.28.76,11651.089732,0,169,50758f28,2,True,70,350,0.000327,pstamps,21,0.007120,0.591913,simclr,SGD,LARS,100,0.002726,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_50758f28
39,0.886000,61.071055,False,,,484,a9e2786a61674942a7115ef7a98abe62,2021-11-17_08-14-30,1637147670,31795.140585,713493,deeptime,172.17.28.76,31795.140585,0,484,5a26937a,3,True,70,350,0.000327,pstamps,21,0.007120,0.591913,simclr,SGD,LARS,100,0.002726,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_5a26937a
40,0.892000,72.637569,False,,,206,de8b50848ed6420d9b9933153174d84f,2021-11-17_03-46-04,1637131564,14931.406941,718579,deeptime,172.17.28.76,14931.406941,0,206,7a1c404c,0,True,70,200,0.096739,resnet18,21,0.007120,0.000401,supcon,SGD,AdamW,100,3.192847,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_7a1c404c
41,0.894000,64.396983,False,,,334,e1bc847a974341be8c8c2d3b8294b866,2021-11-17_08-08-49,1637147329,22393.306480,774739,deeptime,172.17.28.76,22393.306480,0,334,3dd20020,1,True,70,200,0.096739,resnet18,21,0.007120,0.000401,supcon,SGD,AdamW,100,3.192847,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_3dd20020
42,0.896000,64.796593,False,,,175,21b9a41a91da4fa2a05fba9317451200,2021-11-17_07-06-16,1637143576,11676.350401,821358,deeptime,172.17.28.76,11676.350401,0,175,942a3722,2,True,70,200,0.096739,resnet18,21,0.007120,0.000401,supcon,SGD,AdamW,100,3.192847,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_942a3722
43,0.884000,65.240446,False,,,120,62201da18b0f459b97a4d32b268fe7f1,2021-11-17_07-46-01,1637145961,7741.613153,867575,deeptime,172.17.28.76,7741.613153,0,120,c8757cfc,3,True,70,200,0.096739,resnet18,21,0.007120,0.000401,supcon,SGD,AdamW,100,3.192847,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_c8757cfc
44,0.882000,72.700251,False,,,162,111c4b93c766429f89c61002a31155f7,2021-11-17_12-14-05,1637162045,11795.205741,958856,deeptime,172.17.28.76,11795.205741,0,162,81aa2ab6,0,False,70,350,0.004871,resnet18,21,0.007120,0.305436,simclr,SGD,SGD,100,0.067550,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_81aa2ab6
45,0.898000,53.288967,False,,,630,507dbe9988bd45449b7c93689433999b,2021-11-17_18-47-16,1637185636,32967.973480,975820,deeptime,172.17.28.76,32967.973480,0,630,8131b1aa,1,False,70,350,0.004871,resnet18,21,0.007120,0.305436,simclr,SGD,SGD,100,0.067550,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_8131b1aa
46,0.906000,52.755784,False,,,739,aefe67e78b454fd48610bf6af2a0b6ea,2021-11-17_20-52-04,1637193124,39009.689552,986779,deeptime,172.17.28.76,39009.689552,0,739,240ae342,2,False,70,350,0.004871,resnet18,21,0.007120,0.305436,simclr,SGD,SGD,100,0.067550,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_240ae342
47,0.884000,49.338354,False,,,176,3955f44037c04a8c8e59fc8ecb469675,2021-11-17_12-34-16,1637163256,9067.177794,987630,deeptime,172.17.28.76,9067.177794,0,176,843883f2,3,False,70,350,0.004871,resnet18,21,0.007120,0.305436,simclr,SGD,SGD,100,0.067550,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_843883f2
48,0.862000,73.469470,False,,,72,79386f3b303e4c718a3d9b58ebdc37f3,2021-11-17_15-27-48,1637173668,5200.294116,1111438,deeptime,172.17.28.76,5200.294116,0,72,b0306786,0,True,70,200,0.001899,pstamps,21,0.007120,1.020648,simclr,SGD,LARS,100,0.000851,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_b0306786
49,0.872000,82.659159,False,,,120,5a4f69b6685e4b8e9886c08ed417b5fa,2021-11-17_17-01-11,1637179271,9916.359055,1118786,deeptime,172.17.28.76,9916.359055,0,120,ef294324,1,True,70,200,0.001899,pstamps,21,0.007120,1.020648,simclr,SGD,LARS,100,0.000851,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_ef294324
50,0.868000,69.063966,False,,,90,e70b7796d15e4bc78df37875a926d010,2021-11-17_19-18-36,1637187516,6568.487720,1207626,deeptime,172.17.28.76,6568.487720,0,90,fe795b78,2,True,70,200,0.001899,pstamps,21,0.007120,1.020648,simclr,SGD,LARS,100,0.000851,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_fe795b78
51,0.864000,63.741596,False,,,113,9ae226a4f73c474a97ea2243359f0cd2,2021-11-17_21-42-14,1637196134,8581.252231,1258075,deeptime,172.17.28.76,8581.252231,0,113,fc3bb624,3,True,70,200,0.001899,pstamps,21,0.007120,1.020648,simclr,SGD,LARS,100,0.000851,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_fc3bb624
52,0.872000,44.352733,False,,,228,38d3e06a0d0b431da50fdd80582f5caa,2021-11-17_23-13-28,1637201608,10740.499152,1284250,deeptime,172.17.28.76,10740.499152,0,228,5e430c32,0,False,70,350,0.004301,pstamps,21,0.007120,2.370533,supcon,SGD,LARS,100,7.432391,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_5e430c32
53,0.870000,45.939913,False,,,328,04bc895c2af4417d9f42909eb85e76c2,2021-11-18_01-26-24,1637209584,15096.418124,1313845,deeptime,172.17.28.76,15096.418124,0,328,166924a2,1,False,70,350,0.004301,pstamps,21,0.007120,2.370533,supcon,SGD,LARS,100,7.432391,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_166924a2
54,0.870000,46.515198,False,,,113,12d5057210ca4dfebff31b00872f6a7a,2021-11-17_23-40-05,1637203205,5234.469224,1347285,deeptime,172.17.28.76,5234.469224,0,113,84800fe8,2,False,70,350,0.004301,pstamps,21,0.007120,2.370533,supcon,SGD,LARS,100,7.432391,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_84800fe8
55,0.870000,45.407549,False,,,191,94f76545462b4b669e961a806241bbff,2021-11-18_01-54-22,1637211262,8715.326369,1391812,deeptime,172.17.28.76,8715.326369,0,191,a0086712,3,False,70,350,0.004301,pstamps,21,0.007120,2.370533,supcon,SGD,LARS,100,7.432391,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_a0086712
56,0.868000,50.501057,False,,,289,a06f82a8c4c64b1896cd559a43db2b79,2021-11-18_04-34-07,1637220847,14597.918431,1430419,deeptime,172.17.28.76,14597.918431,0,289,471d52ec,0,False,70,500,0.014634,pstamps,21,0.007120,0.026402,simclr,SGD,SGD,100,0.000143,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_471d52ec
57,0.864000,50.371844,False,,,219,b728c06b4ce54c9f88c1f77b1dc62f45,2021-11-18_04-01-59,1637218919,11076.502489,1446631,deeptime,172.17.28.76,11076.502489,0,219,e6c0ebb2,1,False,70,500,0.014634,pstamps,21,0.007120,0.026402,simclr,SGD,SGD,100,0.000143,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_e6c0ebb2
58,0.866000,50.709234,False,,,203,8a0d290417da4e8ab926649875071d4a,2021-11-18_05-31-34,1637224294,10181.255604,1509817,deeptime,172.17.28.76,10181.255604,0,203,9d03fc72,2,False,70,500,0.014634,pstamps,21,0.007120,0.026402,simclr,SGD,SGD,100,0.000143,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_9d03fc72
59,0.864000,50.926352,False,,,218,9b01d2abb4be42c0b2ef9165c2dc582d,2021-11-18_06-11-41,1637226701,10948.237550,1525964,deeptime,172.17.28.76,10948.237550,0,218,36690bd8,3,False,70,500,0.014634,pstamps,21,0.007120,0.026402,simclr,SGD,SGD,100,0.000143,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_36690bd8
60,0.884000,49.253114,False,,,178,53ef70e3aceb401c9a106e848cbf9a03,2021-11-18_07-47-05,1637232425,8505.586043,1604857,deeptime,172.17.28.76,8505.586043,0,178,08b3b568,0,False,70,350,0.003354,resnet18,21,0.007120,0.007405,simclr,SGD,AdamW,100,0.063717,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_08b3b568
61,0.884000,50.762524,False,,,221,e8b3ee25b2484d84bac8655a17252c02,2021-11-18_08-56-20,1637236580,10706.172939,1623789,deeptime,172.17.28.76,10706.172939,0,221,0aaccc8e,1,False,70,350,0.003354,resnet18,21,0.007120,0.007405,simclr,SGD,AdamW,100,0.063717,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_0aaccc8e
62,0.882000,49.369694,False,,,118,41bbefbafb5848998926b7bb885e7269,2021-11-18_08-33-18,1637235198,5783.781903,1658308,deeptime,172.17.28.76,5783.781903,0,118,97f5c5b0,2,False,70,350,0.003354,resnet18,21,0.007120,0.007405,simclr,SGD,AdamW,100,0.063717,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_97f5c5b0
63,0.888000,47.874648,False,,,306,2c478d841a5640b298b3d6987378a1f5,2021-11-18_11-46-14,1637246774,14937.142371,1682116,deeptime,172.17.28.76,14937.142371,0,306,d5d3fade,3,False,70,350,0.003354,resnet18,21,0.007120,0.007405,simclr,SGD,AdamW,100,0.063717,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_d5d3fade
64,0.888000,68.923211,False,,,286,0e25eae3956a430f9e17465205d8d278,2021-11-18_14-21-07,1637256067,18755.515228,1736568,deeptime,172.17.28.76,18755.515228,0,286,7940fc58,0,True,70,200,0.000157,resnet18,21,0.007120,0.001406,simclr,SGD,LARS,100,0.000354,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_7940fc58
65,0.888000,64.403987,False,,,311,19790750fb454c8d8950667b3bbaa671,2021-11-18_15-35-49,1637260549,20416.114675,1762512,deeptime,172.17.28.76,20416.114675,0,311,38167494,1,True,70,200,0.000157,resnet18,21,0.007120,0.001406,simclr,SGD,LARS,100,0.000354,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_38167494
66,0.882000,67.103586,False,,,96,eceb340a522e46d88e31335a8a7716e2,2021-11-18_12-01-58,1637247718,6266.855271,1774050,deeptime,172.17.28.76,6266.855271,0,96,cacbe20a,2,True,70,200,0.000157,resnet18,21,0.007120,0.001406,simclr,SGD,LARS,100,0.000354,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_cacbe20a
67,0.882000,66.190828,False,,,159,01fbcbd945a2453f95f422d877af969a,2021-11-18_16-01-53,1637262113,10453.103776,1855686,deeptime,172.17.28.76,10453.103776,0,159,dd76c28c,3,True,70,200,0.000157,resnet18,21,0.007120,0.001406,simclr,SGD,LARS,100,0.000354,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_dd76c28c
68,0.200000,70.818644,False,,,1,05e27c5a1a504c728b43808b7cdbdbc6,2021-11-18_13-52-47,1637254367,70.818644,1875041,deeptime,172.17.28.76,70.818644,0,1,a18a786e,0,True,70,200,0.001896,pstamps,21,0.007120,0.194867,supcon,SGD,AdamW,100,0.000471,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_a18a786e
69,0.200000,70.837091,False,,,1,f4ebef79f8b84162a83a53320acbc501,2021-11-18_13-54-08,1637254448,70.837091,1875616,deeptime,172.17.28.76,70.837091,0,1,c499096e,1,True,70,200,0.001896,pstamps,21,0.007120,0.194867,supcon,SGD,AdamW,100,0.000471,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_c499096e
70,0.862000,63.417058,False,,,75,4cfcace62de24233884ed014abbde77f,2021-11-18_15-14-39,1637259279,4818.983831,1876428,deeptime,172.17.28.76,4818.983831,0,75,f5c6e506,2,True,70,200,0.001896,pstamps,21,0.007120,0.194867,supcon,SGD,AdamW,100,0.000471,True,/home/rvidal/hyperparameter_tuning/SimCLR/id_f5c6e506
